#{"t_start": 1772501947.141742, "env_id": "BipedalWalker-v3"}
r,l,t
-106.644405,117,215.136273
91.065481,1600,216.909513
99.064761,1600,221.654579
101.622901,1600,227.536148
107.854682,1600,232.456541
120.538167,1600,234.214444
-25.827107,1124,238.493614
135.37686,1600,243.460432
-37.920097,869,244.406695
137.880316,1600,249.234124
-86.74837,178,249.424715
133.223481,1600,255.943024
147.821668,1600,260.916897
135.075556,1600,262.65853
151.013922,1600,267.416668
161.299288,1600,272.132304
158.719125,1600,276.836949
156.078695,1600,283.342741
156.301341,1600,285.119075
171.05159,1600,289.952766
-46.341394,735,290.743098
156.550211,1600,295.511947
171.334867,1600,300.220204
162.964516,1600,304.925038
165.450726,1600,311.336307
158.063117,1600,313.094162
175.122873,1600,317.928341
192.355334,1600,322.729738
186.936904,1600,327.441856
196.176196,1600,329.155744
206.974699,1600,334.310451
190.270584,1600,339.075436
-20.279118,602,339.731102
-11.201362,695,343.553946
222.321828,1600,345.26703
228.063207,1600,349.985286
216.248727,1600,354.745909
213.7189,1600,359.448436
218.506037,1600,365.542848
235.001032,1600,367.299751
214.034353,1600,372.012033
241.849275,1562,376.811992
236.270427,1600,381.514545
245.323254,1536,383.148648
-114.601754,60,383.215136
-90.592911,128,386.390543
12.068063,829,387.39354
244.110382,1511,392.127135
238.819607,1596,393.859829
232.53432,1600,398.582729
-39.355713,484,399.115868
-100.216067,152,402.304573
239.55529,1559,403.967128
238.888277,1578,408.669606
242.224834,1545,413.454798
249.307676,1439,418.07555
253.372985,1402,419.633125
251.08672,1454,424.285398
249.96829,1420,428.832397
261.772401,1304,430.257703
26.191342,743,434.0746
261.196527,1325,435.48529
258.842551,1336,440.408177
259.186719,1347,444.925093
252.759685,1351,446.405044
263.858684,1260,450.753841
254.609827,1368,452.217733
255.951973,1354,456.695879
9.116723,611,457.361398
-120.523076,119,460.50451
258.97026,1325,461.935643
254.766873,1388,467.839996
258.177448,1349,469.299321
255.10223,1345,473.960909
264.16377,1280,478.395
261.269197,1306,479.82551
260.493261,1318,484.401637
257.409097,1333,488.891053
257.703952,1341,490.364301
60.61367,819,495.013998
265.606508,1238,496.425933
268.402734,1197,500.737578
263.692089,1249,505.114314
261.34342,1313,506.796954
270.740864,1186,511.107027
64.605824,809,511.990156
264.843269,1246,516.34065
267.421582,1212,518.376628
266.672358,1218,522.843385
269.853921,1182,527.129873
268.985623,1180,528.415808
271.888531,1147,532.691756
268.701412,1194,534.008483
272.05657,1130,538.241259
268.895038,1201,539.557796
-102.2574,85,539.654845
271.197413,1157,543.917789
93.06641,843,545.00842
272.011623,1127,549.255673
272.15382,1121,553.621723
267.124583,1212,554.957894
267.686071,1163,559.284692
267.958545,1168,560.622314
271.563236,1149,564.890352
264.324244,1217,566.245517
271.21672,1147,570.944677
271.069177,1156,576.333159
269.461369,1153,577.651668
266.539552,1194,581.974505
271.111679,1127,583.22967
276.233825,1083,587.464649
274.749495,1097,588.676774
272.217732,1129,592.925052
271.751769,1121,594.204866
273.104926,1121,599.561625
270.689056,1126,600.816257
277.770597,1053,605.062324
276.366679,1056,609.240334
275.607338,1052,610.40186
273.616599,1109,614.678514
-17.789686,371,615.094564
278.962667,1020,616.219267
276.312694,1059,620.374038
278.368604,1048,621.53209
-105.043099,113,621.661482
275.464658,1050,626.840878
277.422979,1041,628.000988
274.831638,1073,632.331837
274.474748,1083,633.535634
276.700045,1024,637.717861
271.737148,1111,638.936001
274.405611,1074,643.116283
276.346818,1045,644.272233
274.940622,1062,648.569579
275.685829,1079,652.908068
275.286681,1061,655.078642
275.820569,1054,659.453365
157.772927,996,660.553889
276.703168,1036,664.690664
278.255106,1020,665.803122
278.73879,1027,669.987469
273.591055,1085,671.170987
99.123508,817,672.066013
277.027332,1034,676.218456
273.609965,1087,680.400659
275.033661,1043,682.539313
