#{"t_start": 1772501947.144277, "env_id": "BipedalWalker-v3"}
r,l,t
36.904953,1312,293.994251
176.085556,1600,295.709294
189.049654,1600,300.416867
149.938824,1600,305.122166
156.618005,1600,311.529989
194.128812,1600,313.295917
201.637628,1600,318.126682
-32.700164,651,321.904505
-94.775339,135,322.049408
190.003545,1600,323.763232
207.939086,1600,328.474308
211.635483,1600,333.181536
-13.869319,647,334.327198
70.705069,1407,338.883346
214.637841,1600,343.689496
211.711149,1600,345.4026
220.864101,1600,350.119797
206.21705,1600,354.881209
220.313529,1600,359.58296
51.458283,1149,362.16617
230.450743,1600,366.94342
239.538931,1599,371.661992
94.973289,1366,376.252224
239.019054,1600,377.951719
126.205737,1421,382.463064
-44.578774,370,382.859447
-75.319308,218,383.093114
45.191811,922,387.110888
125.612245,1414,391.856136
-75.678964,268,392.159153
77.184223,1234,393.496997
243.774415,1520,398.125971
229.654304,1600,402.88778
113.570645,1458,404.445361
246.539433,1500,409.06289
213.398389,1600,413.904977
246.280125,1496,418.597216
242.558279,1532,420.288443
2.088417,555,423.974602
-109.862742,72,424.054469
256.476623,1394,425.547058
-73.335724,220,428.805566
251.6286,1443,430.381399
247.461244,1462,434.961199
-96.511819,168,435.144706
257.943266,1365,440.089649
-2.836145,567,440.705826
57.796033,902,441.684928
-29.06968,357,445.140649
243.745557,1506,446.774486
262.753985,1271,451.131692
256.86727,1341,455.593293
104.125455,1164,456.839451
-38.768665,377,457.252372
252.041212,1360,461.735047
253.343484,1400,467.654553
250.918118,1429,469.198651
259.546169,1312,473.813499
247.233607,1469,478.467017
-47.513384,292,478.783034
256.792962,1338,483.383413
262.856169,1258,484.757256
261.851651,1315,489.230821
-36.864366,350,489.619903
257.322277,1349,494.845996
260.060576,1315,496.341679
263.277205,1283,500.753907
261.934548,1275,505.159157
268.257163,1212,506.725838
266.548696,1206,511.058272
266.048166,1253,512.432311
269.469929,1174,516.69778
264.130438,1270,521.89358
267.18719,1207,523.257117
263.135489,1241,527.601498
127.489405,1046,528.746167
272.142641,1121,532.996898
271.859282,1141,534.252615
270.523675,1145,538.50341
272.148599,1140,539.756797
269.326085,1164,544.031146
267.01466,1213,548.53034
269.919467,1138,549.811203
266.546676,1210,554.250968
-106.769309,110,554.371174
277.715795,1075,555.557496
268.830933,1163,559.916987
274.812561,1102,561.156704
272.790061,1113,565.381314
266.560436,1201,570.150505
270.647842,1155,572.536778
271.452299,1138,576.795937
270.898636,1116,578.082911
270.266146,1142,582.34004
272.103298,1121,583.597933
270.834495,1130,587.878164
274.362797,1102,589.092394
269.951132,1165,593.380935
273.348363,1115,597.714984
272.887502,1107,600.000295
279.189655,1044,604.20268
277.177105,1066,605.426048
272.851411,1102,609.64511
275.722325,1072,610.828669
269.221954,1124,615.129328
273.914708,1085,616.326765
275.039139,1083,620.50714
50.162511,656,621.226138
278.021364,1040,625.369633
273.188669,1065,627.578725
274.446284,1087,631.915842
274.856522,1046,633.088845
275.238698,1067,637.322359
-31.880479,324,637.683164
275.860967,1041,638.827701
275.697461,1070,643.000916
278.041079,1037,644.146726
274.66816,1041,648.417632
274.210733,1079,649.605557
-104.74144,95,652.837229
275.205207,1065,655.039513
-111.649632,97,655.150433
277.060217,1029,659.500311
277.554747,1047,660.654688
278.954118,1026,664.779341
275.851214,1053,665.928458
62.911643,637,666.632282
276.91913,1050,670.82833
274.337804,1055,671.978587
278.101705,1028,676.123847
275.204007,1023,677.241847
274.039004,1045,682.378736
274.821411,1061,683.552673
